fu,compression_type,distortion_level,f01,f02,f03,f04,f05,f06,f07,f08,f09,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,mos
data/CVIQ/162.png,HEVC,4,data/view_ports/162/162_fov1.png,data/view_ports/162/162_fov2.png,data/view_ports/162/162_fov3.png,data/view_ports/162/162_fov4.png,data/view_ports/162/162_fov5.png,data/view_ports/162/162_fov6.png,data/view_ports/162/162_fov7.png,data/view_ports/162/162_fov8.png,data/view_ports/162/162_fov9.png,data/view_ports/162/162_fov10.png,data/view_ports/162/162_fov11.png,data/view_ports/162/162_fov12.png,data/view_ports/162/162_fov13.png,data/view_ports/162/162_fov14.png,data/view_ports/162/162_fov15.png,data/view_ports/162/162_fov16.png,data/view_ports/162/162_fov17.png,data/view_ports/162/162_fov18.png,data/view_ports/162/162_fov19.png,data/view_ports/162/162_fov20.png,63.9823049
data/CVIQ/163.png,HEVC,5,data/view_ports/163/163_fov1.png,data/view_ports/163/163_fov2.png,data/view_ports/163/163_fov3.png,data/view_ports/163/163_fov4.png,data/view_ports/163/163_fov5.png,data/view_ports/163/163_fov6.png,data/view_ports/163/163_fov7.png,data/view_ports/163/163_fov8.png,data/view_ports/163/163_fov9.png,data/view_ports/163/163_fov10.png,data/view_ports/163/163_fov11.png,data/view_ports/163/163_fov12.png,data/view_ports/163/163_fov13.png,data/view_ports/163/163_fov14.png,data/view_ports/163/163_fov15.png,data/view_ports/163/163_fov16.png,data/view_ports/163/163_fov17.png,data/view_ports/163/163_fov18.png,data/view_ports/163/163_fov19.png,data/view_ports/163/163_fov20.png,57.42114082
data/CVIQ/164.png,HEVC,6,data/view_ports/164/164_fov1.png,data/view_ports/164/164_fov2.png,data/view_ports/164/164_fov3.png,data/view_ports/164/164_fov4.png,data/view_ports/164/164_fov5.png,data/view_ports/164/164_fov6.png,data/view_ports/164/164_fov7.png,data/view_ports/164/164_fov8.png,data/view_ports/164/164_fov9.png,data/view_ports/164/164_fov10.png,data/view_ports/164/164_fov11.png,data/view_ports/164/164_fov12.png,data/view_ports/164/164_fov13.png,data/view_ports/164/164_fov14.png,data/view_ports/164/164_fov15.png,data/view_ports/164/164_fov16.png,data/view_ports/164/164_fov17.png,data/view_ports/164/164_fov18.png,data/view_ports/164/164_fov19.png,data/view_ports/164/164_fov20.png,50.83149161
data/CVIQ/165.png,HEVC,7,data/view_ports/165/165_fov1.png,data/view_ports/165/165_fov2.png,data/view_ports/165/165_fov3.png,data/view_ports/165/165_fov4.png,data/view_ports/165/165_fov5.png,data/view_ports/165/165_fov6.png,data/view_ports/165/165_fov7.png,data/view_ports/165/165_fov8.png,data/view_ports/165/165_fov9.png,data/view_ports/165/165_fov10.png,data/view_ports/165/165_fov11.png,data/view_ports/165/165_fov12.png,data/view_ports/165/165_fov13.png,data/view_ports/165/165_fov14.png,data/view_ports/165/165_fov15.png,data/view_ports/165/165_fov16.png,data/view_ports/165/165_fov17.png,data/view_ports/165/165_fov18.png,data/view_ports/165/165_fov19.png,data/view_ports/165/165_fov20.png,44.93658142
data/CVIQ/166.png,HEVC,8,data/view_ports/166/166_fov1.png,data/view_ports/166/166_fov2.png,data/view_ports/166/166_fov3.png,data/view_ports/166/166_fov4.png,data/view_ports/166/166_fov5.png,data/view_ports/166/166_fov6.png,data/view_ports/166/166_fov7.png,data/view_ports/166/166_fov8.png,data/view_ports/166/166_fov9.png,data/view_ports/166/166_fov10.png,data/view_ports/166/166_fov11.png,data/view_ports/166/166_fov12.png,data/view_ports/166/166_fov13.png,data/view_ports/166/166_fov14.png,data/view_ports/166/166_fov15.png,data/view_ports/166/166_fov16.png,data/view_ports/166/166_fov17.png,data/view_ports/166/166_fov18.png,data/view_ports/166/166_fov19.png,data/view_ports/166/166_fov20.png,43.81586073
data/CVIQ/167.png,HEVC,9,data/view_ports/167/167_fov1.png,data/view_ports/167/167_fov2.png,data/view_ports/167/167_fov3.png,data/view_ports/167/167_fov4.png,data/view_ports/167/167_fov5.png,data/view_ports/167/167_fov6.png,data/view_ports/167/167_fov7.png,data/view_ports/167/167_fov8.png,data/view_ports/167/167_fov9.png,data/view_ports/167/167_fov10.png,data/view_ports/167/167_fov11.png,data/view_ports/167/167_fov12.png,data/view_ports/167/167_fov13.png,data/view_ports/167/167_fov14.png,data/view_ports/167/167_fov15.png,data/view_ports/167/167_fov16.png,data/view_ports/167/167_fov17.png,data/view_ports/167/167_fov18.png,data/view_ports/167/167_fov19.png,data/view_ports/167/167_fov20.png,37.96613718
data/CVIQ/168.png,HEVC,10,data/view_ports/168/168_fov1.png,data/view_ports/168/168_fov2.png,data/view_ports/168/168_fov3.png,data/view_ports/168/168_fov4.png,data/view_ports/168/168_fov5.png,data/view_ports/168/168_fov6.png,data/view_ports/168/168_fov7.png,data/view_ports/168/168_fov8.png,data/view_ports/168/168_fov9.png,data/view_ports/168/168_fov10.png,data/view_ports/168/168_fov11.png,data/view_ports/168/168_fov12.png,data/view_ports/168/168_fov13.png,data/view_ports/168/168_fov14.png,data/view_ports/168/168_fov15.png,data/view_ports/168/168_fov16.png,data/view_ports/168/168_fov17.png,data/view_ports/168/168_fov18.png,data/view_ports/168/168_fov19.png,data/view_ports/168/168_fov20.png,34.4284988
data/CVIQ/169.png,HEVC,11,data/view_ports/169/169_fov1.png,data/view_ports/169/169_fov2.png,data/view_ports/169/169_fov3.png,data/view_ports/169/169_fov4.png,data/view_ports/169/169_fov5.png,data/view_ports/169/169_fov6.png,data/view_ports/169/169_fov7.png,data/view_ports/169/169_fov8.png,data/view_ports/169/169_fov9.png,data/view_ports/169/169_fov10.png,data/view_ports/169/169_fov11.png,data/view_ports/169/169_fov12.png,data/view_ports/169/169_fov13.png,data/view_ports/169/169_fov14.png,data/view_ports/169/169_fov15.png,data/view_ports/169/169_fov16.png,data/view_ports/169/169_fov17.png,data/view_ports/169/169_fov18.png,data/view_ports/169/169_fov19.png,data/view_ports/169/169_fov20.png,33.57477089
data/CVIQ/170.png,ref,0,data/view_ports/170/170_fov1.png,data/view_ports/170/170_fov2.png,data/view_ports/170/170_fov3.png,data/view_ports/170/170_fov4.png,data/view_ports/170/170_fov5.png,data/view_ports/170/170_fov6.png,data/view_ports/170/170_fov7.png,data/view_ports/170/170_fov8.png,data/view_ports/170/170_fov9.png,data/view_ports/170/170_fov10.png,data/view_ports/170/170_fov11.png,data/view_ports/170/170_fov12.png,data/view_ports/170/170_fov13.png,data/view_ports/170/170_fov14.png,data/view_ports/170/170_fov15.png,data/view_ports/170/170_fov16.png,data/view_ports/170/170_fov17.png,data/view_ports/170/170_fov18.png,data/view_ports/170/170_fov19.png,data/view_ports/170/170_fov20.png,67.51095151
data/CVIQ/194.png,HEVC,2,data/view_ports/194/194_fov1.png,data/view_ports/194/194_fov2.png,data/view_ports/194/194_fov3.png,data/view_ports/194/194_fov4.png,data/view_ports/194/194_fov5.png,data/view_ports/194/194_fov6.png,data/view_ports/194/194_fov7.png,data/view_ports/194/194_fov8.png,data/view_ports/194/194_fov9.png,data/view_ports/194/194_fov10.png,data/view_ports/194/194_fov11.png,data/view_ports/194/194_fov12.png,data/view_ports/194/194_fov13.png,data/view_ports/194/194_fov14.png,data/view_ports/194/194_fov15.png,data/view_ports/194/194_fov16.png,data/view_ports/194/194_fov17.png,data/view_ports/194/194_fov18.png,data/view_ports/194/194_fov19.png,data/view_ports/194/194_fov20.png,60.31532696
data/CVIQ/195.png,HEVC,3,data/view_ports/195/195_fov1.png,data/view_ports/195/195_fov2.png,data/view_ports/195/195_fov3.png,data/view_ports/195/195_fov4.png,data/view_ports/195/195_fov5.png,data/view_ports/195/195_fov6.png,data/view_ports/195/195_fov7.png,data/view_ports/195/195_fov8.png,data/view_ports/195/195_fov9.png,data/view_ports/195/195_fov10.png,data/view_ports/195/195_fov11.png,data/view_ports/195/195_fov12.png,data/view_ports/195/195_fov13.png,data/view_ports/195/195_fov14.png,data/view_ports/195/195_fov15.png,data/view_ports/195/195_fov16.png,data/view_ports/195/195_fov17.png,data/view_ports/195/195_fov18.png,data/view_ports/195/195_fov19.png,data/view_ports/195/195_fov20.png,61.54666221
data/CVIQ/196.png,HEVC,4,data/view_ports/196/196_fov1.png,data/view_ports/196/196_fov2.png,data/view_ports/196/196_fov3.png,data/view_ports/196/196_fov4.png,data/view_ports/196/196_fov5.png,data/view_ports/196/196_fov6.png,data/view_ports/196/196_fov7.png,data/view_ports/196/196_fov8.png,data/view_ports/196/196_fov9.png,data/view_ports/196/196_fov10.png,data/view_ports/196/196_fov11.png,data/view_ports/196/196_fov12.png,data/view_ports/196/196_fov13.png,data/view_ports/196/196_fov14.png,data/view_ports/196/196_fov15.png,data/view_ports/196/196_fov16.png,data/view_ports/196/196_fov17.png,data/view_ports/196/196_fov18.png,data/view_ports/196/196_fov19.png,data/view_ports/196/196_fov20.png,55.34839586
data/CVIQ/197.png,HEVC,5,data/view_ports/197/197_fov1.png,data/view_ports/197/197_fov2.png,data/view_ports/197/197_fov3.png,data/view_ports/197/197_fov4.png,data/view_ports/197/197_fov5.png,data/view_ports/197/197_fov6.png,data/view_ports/197/197_fov7.png,data/view_ports/197/197_fov8.png,data/view_ports/197/197_fov9.png,data/view_ports/197/197_fov10.png,data/view_ports/197/197_fov11.png,data/view_ports/197/197_fov12.png,data/view_ports/197/197_fov13.png,data/view_ports/197/197_fov14.png,data/view_ports/197/197_fov15.png,data/view_ports/197/197_fov16.png,data/view_ports/197/197_fov17.png,data/view_ports/197/197_fov18.png,data/view_ports/197/197_fov19.png,data/view_ports/197/197_fov20.png,48.69652994
data/CVIQ/198.png,HEVC,6,data/view_ports/198/198_fov1.png,data/view_ports/198/198_fov2.png,data/view_ports/198/198_fov3.png,data/view_ports/198/198_fov4.png,data/view_ports/198/198_fov5.png,data/view_ports/198/198_fov6.png,data/view_ports/198/198_fov7.png,data/view_ports/198/198_fov8.png,data/view_ports/198/198_fov9.png,data/view_ports/198/198_fov10.png,data/view_ports/198/198_fov11.png,data/view_ports/198/198_fov12.png,data/view_ports/198/198_fov13.png,data/view_ports/198/198_fov14.png,data/view_ports/198/198_fov15.png,data/view_ports/198/198_fov16.png,data/view_ports/198/198_fov17.png,data/view_ports/198/198_fov18.png,data/view_ports/198/198_fov19.png,data/view_ports/198/198_fov20.png,45.56323738
data/CVIQ/199.png,HEVC,7,data/view_ports/199/199_fov1.png,data/view_ports/199/199_fov2.png,data/view_ports/199/199_fov3.png,data/view_ports/199/199_fov4.png,data/view_ports/199/199_fov5.png,data/view_ports/199/199_fov6.png,data/view_ports/199/199_fov7.png,data/view_ports/199/199_fov8.png,data/view_ports/199/199_fov9.png,data/view_ports/199/199_fov10.png,data/view_ports/199/199_fov11.png,data/view_ports/199/199_fov12.png,data/view_ports/199/199_fov13.png,data/view_ports/199/199_fov14.png,data/view_ports/199/199_fov15.png,data/view_ports/199/199_fov16.png,data/view_ports/199/199_fov17.png,data/view_ports/199/199_fov18.png,data/view_ports/199/199_fov19.png,data/view_ports/199/199_fov20.png,47.48307109
data/CVIQ/200.png,HEVC,8,data/view_ports/200/200_fov1.png,data/view_ports/200/200_fov2.png,data/view_ports/200/200_fov3.png,data/view_ports/200/200_fov4.png,data/view_ports/200/200_fov5.png,data/view_ports/200/200_fov6.png,data/view_ports/200/200_fov7.png,data/view_ports/200/200_fov8.png,data/view_ports/200/200_fov9.png,data/view_ports/200/200_fov10.png,data/view_ports/200/200_fov11.png,data/view_ports/200/200_fov12.png,data/view_ports/200/200_fov13.png,data/view_ports/200/200_fov14.png,data/view_ports/200/200_fov15.png,data/view_ports/200/200_fov16.png,data/view_ports/200/200_fov17.png,data/view_ports/200/200_fov18.png,data/view_ports/200/200_fov19.png,data/view_ports/200/200_fov20.png,42.28100795
data/CVIQ/201.png,HEVC,9,data/view_ports/201/201_fov1.png,data/view_ports/201/201_fov2.png,data/view_ports/201/201_fov3.png,data/view_ports/201/201_fov4.png,data/view_ports/201/201_fov5.png,data/view_ports/201/201_fov6.png,data/view_ports/201/201_fov7.png,data/view_ports/201/201_fov8.png,data/view_ports/201/201_fov9.png,data/view_ports/201/201_fov10.png,data/view_ports/201/201_fov11.png,data/view_ports/201/201_fov12.png,data/view_ports/201/201_fov13.png,data/view_ports/201/201_fov14.png,data/view_ports/201/201_fov15.png,data/view_ports/201/201_fov16.png,data/view_ports/201/201_fov17.png,data/view_ports/201/201_fov18.png,data/view_ports/201/201_fov19.png,data/view_ports/201/201_fov20.png,39.68146778
data/CVIQ/202.png,HEVC,10,data/view_ports/202/202_fov1.png,data/view_ports/202/202_fov2.png,data/view_ports/202/202_fov3.png,data/view_ports/202/202_fov4.png,data/view_ports/202/202_fov5.png,data/view_ports/202/202_fov6.png,data/view_ports/202/202_fov7.png,data/view_ports/202/202_fov8.png,data/view_ports/202/202_fov9.png,data/view_ports/202/202_fov10.png,data/view_ports/202/202_fov11.png,data/view_ports/202/202_fov12.png,data/view_ports/202/202_fov13.png,data/view_ports/202/202_fov14.png,data/view_ports/202/202_fov15.png,data/view_ports/202/202_fov16.png,data/view_ports/202/202_fov17.png,data/view_ports/202/202_fov18.png,data/view_ports/202/202_fov19.png,data/view_ports/202/202_fov20.png,29.72272466
data/CVIQ/203.png,HEVC,11,data/view_ports/203/203_fov1.png,data/view_ports/203/203_fov2.png,data/view_ports/203/203_fov3.png,data/view_ports/203/203_fov4.png,data/view_ports/203/203_fov5.png,data/view_ports/203/203_fov6.png,data/view_ports/203/203_fov7.png,data/view_ports/203/203_fov8.png,data/view_ports/203/203_fov9.png,data/view_ports/203/203_fov10.png,data/view_ports/203/203_fov11.png,data/view_ports/203/203_fov12.png,data/view_ports/203/203_fov13.png,data/view_ports/203/203_fov14.png,data/view_ports/203/203_fov15.png,data/view_ports/203/203_fov16.png,data/view_ports/203/203_fov17.png,data/view_ports/203/203_fov18.png,data/view_ports/203/203_fov19.png,data/view_ports/203/203_fov20.png,29.61874883
data/CVIQ/204.png,ref,0,data/view_ports/204/204_fov1.png,data/view_ports/204/204_fov2.png,data/view_ports/204/204_fov3.png,data/view_ports/204/204_fov4.png,data/view_ports/204/204_fov5.png,data/view_ports/204/204_fov6.png,data/view_ports/204/204_fov7.png,data/view_ports/204/204_fov8.png,data/view_ports/204/204_fov9.png,data/view_ports/204/204_fov10.png,data/view_ports/204/204_fov11.png,data/view_ports/204/204_fov12.png,data/view_ports/204/204_fov13.png,data/view_ports/204/204_fov14.png,data/view_ports/204/204_fov15.png,data/view_ports/204/204_fov16.png,data/view_ports/204/204_fov17.png,data/view_ports/204/204_fov18.png,data/view_ports/204/204_fov19.png,data/view_ports/204/204_fov20.png,66.29211691
data/CVIQ/228.png,HEVC,2,data/view_ports/228/228_fov1.png,data/view_ports/228/228_fov2.png,data/view_ports/228/228_fov3.png,data/view_ports/228/228_fov4.png,data/view_ports/228/228_fov5.png,data/view_ports/228/228_fov6.png,data/view_ports/228/228_fov7.png,data/view_ports/228/228_fov8.png,data/view_ports/228/228_fov9.png,data/view_ports/228/228_fov10.png,data/view_ports/228/228_fov11.png,data/view_ports/228/228_fov12.png,data/view_ports/228/228_fov13.png,data/view_ports/228/228_fov14.png,data/view_ports/228/228_fov15.png,data/view_ports/228/228_fov16.png,data/view_ports/228/228_fov17.png,data/view_ports/228/228_fov18.png,data/view_ports/228/228_fov19.png,data/view_ports/228/228_fov20.png,62.42419213
data/CVIQ/229.png,HEVC,3,data/view_ports/229/229_fov1.png,data/view_ports/229/229_fov2.png,data/view_ports/229/229_fov3.png,data/view_ports/229/229_fov4.png,data/view_ports/229/229_fov5.png,data/view_ports/229/229_fov6.png,data/view_ports/229/229_fov7.png,data/view_ports/229/229_fov8.png,data/view_ports/229/229_fov9.png,data/view_ports/229/229_fov10.png,data/view_ports/229/229_fov11.png,data/view_ports/229/229_fov12.png,data/view_ports/229/229_fov13.png,data/view_ports/229/229_fov14.png,data/view_ports/229/229_fov15.png,data/view_ports/229/229_fov16.png,data/view_ports/229/229_fov17.png,data/view_ports/229/229_fov18.png,data/view_ports/229/229_fov19.png,data/view_ports/229/229_fov20.png,59.60051727
data/CVIQ/230.png,HEVC,4,data/view_ports/230/230_fov1.png,data/view_ports/230/230_fov2.png,data/view_ports/230/230_fov3.png,data/view_ports/230/230_fov4.png,data/view_ports/230/230_fov5.png,data/view_ports/230/230_fov6.png,data/view_ports/230/230_fov7.png,data/view_ports/230/230_fov8.png,data/view_ports/230/230_fov9.png,data/view_ports/230/230_fov10.png,data/view_ports/230/230_fov11.png,data/view_ports/230/230_fov12.png,data/view_ports/230/230_fov13.png,data/view_ports/230/230_fov14.png,data/view_ports/230/230_fov15.png,data/view_ports/230/230_fov16.png,data/view_ports/230/230_fov17.png,data/view_ports/230/230_fov18.png,data/view_ports/230/230_fov19.png,data/view_ports/230/230_fov20.png,55.65461521
data/CVIQ/231.png,HEVC,5,data/view_ports/231/231_fov1.png,data/view_ports/231/231_fov2.png,data/view_ports/231/231_fov3.png,data/view_ports/231/231_fov4.png,data/view_ports/231/231_fov5.png,data/view_ports/231/231_fov6.png,data/view_ports/231/231_fov7.png,data/view_ports/231/231_fov8.png,data/view_ports/231/231_fov9.png,data/view_ports/231/231_fov10.png,data/view_ports/231/231_fov11.png,data/view_ports/231/231_fov12.png,data/view_ports/231/231_fov13.png,data/view_ports/231/231_fov14.png,data/view_ports/231/231_fov15.png,data/view_ports/231/231_fov16.png,data/view_ports/231/231_fov17.png,data/view_ports/231/231_fov18.png,data/view_ports/231/231_fov19.png,data/view_ports/231/231_fov20.png,54.84140029
data/CVIQ/232.png,HEVC,6,data/view_ports/232/232_fov1.png,data/view_ports/232/232_fov2.png,data/view_ports/232/232_fov3.png,data/view_ports/232/232_fov4.png,data/view_ports/232/232_fov5.png,data/view_ports/232/232_fov6.png,data/view_ports/232/232_fov7.png,data/view_ports/232/232_fov8.png,data/view_ports/232/232_fov9.png,data/view_ports/232/232_fov10.png,data/view_ports/232/232_fov11.png,data/view_ports/232/232_fov12.png,data/view_ports/232/232_fov13.png,data/view_ports/232/232_fov14.png,data/view_ports/232/232_fov15.png,data/view_ports/232/232_fov16.png,data/view_ports/232/232_fov17.png,data/view_ports/232/232_fov18.png,data/view_ports/232/232_fov19.png,data/view_ports/232/232_fov20.png,52.37249752
data/CVIQ/233.png,HEVC,7,data/view_ports/233/233_fov1.png,data/view_ports/233/233_fov2.png,data/view_ports/233/233_fov3.png,data/view_ports/233/233_fov4.png,data/view_ports/233/233_fov5.png,data/view_ports/233/233_fov6.png,data/view_ports/233/233_fov7.png,data/view_ports/233/233_fov8.png,data/view_ports/233/233_fov9.png,data/view_ports/233/233_fov10.png,data/view_ports/233/233_fov11.png,data/view_ports/233/233_fov12.png,data/view_ports/233/233_fov13.png,data/view_ports/233/233_fov14.png,data/view_ports/233/233_fov15.png,data/view_ports/233/233_fov16.png,data/view_ports/233/233_fov17.png,data/view_ports/233/233_fov18.png,data/view_ports/233/233_fov19.png,data/view_ports/233/233_fov20.png,49.63846693
data/CVIQ/234.png,HEVC,8,data/view_ports/234/234_fov1.png,data/view_ports/234/234_fov2.png,data/view_ports/234/234_fov3.png,data/view_ports/234/234_fov4.png,data/view_ports/234/234_fov5.png,data/view_ports/234/234_fov6.png,data/view_ports/234/234_fov7.png,data/view_ports/234/234_fov8.png,data/view_ports/234/234_fov9.png,data/view_ports/234/234_fov10.png,data/view_ports/234/234_fov11.png,data/view_ports/234/234_fov12.png,data/view_ports/234/234_fov13.png,data/view_ports/234/234_fov14.png,data/view_ports/234/234_fov15.png,data/view_ports/234/234_fov16.png,data/view_ports/234/234_fov17.png,data/view_ports/234/234_fov18.png,data/view_ports/234/234_fov19.png,data/view_ports/234/234_fov20.png,43.14865566
data/CVIQ/235.png,HEVC,9,data/view_ports/235/235_fov1.png,data/view_ports/235/235_fov2.png,data/view_ports/235/235_fov3.png,data/view_ports/235/235_fov4.png,data/view_ports/235/235_fov5.png,data/view_ports/235/235_fov6.png,data/view_ports/235/235_fov7.png,data/view_ports/235/235_fov8.png,data/view_ports/235/235_fov9.png,data/view_ports/235/235_fov10.png,data/view_ports/235/235_fov11.png,data/view_ports/235/235_fov12.png,data/view_ports/235/235_fov13.png,data/view_ports/235/235_fov14.png,data/view_ports/235/235_fov15.png,data/view_ports/235/235_fov16.png,data/view_ports/235/235_fov17.png,data/view_ports/235/235_fov18.png,data/view_ports/235/235_fov19.png,data/view_ports/235/235_fov20.png,39.31873494
data/CVIQ/236.png,HEVC,10,data/view_ports/236/236_fov1.png,data/view_ports/236/236_fov2.png,data/view_ports/236/236_fov3.png,data/view_ports/236/236_fov4.png,data/view_ports/236/236_fov5.png,data/view_ports/236/236_fov6.png,data/view_ports/236/236_fov7.png,data/view_ports/236/236_fov8.png,data/view_ports/236/236_fov9.png,data/view_ports/236/236_fov10.png,data/view_ports/236/236_fov11.png,data/view_ports/236/236_fov12.png,data/view_ports/236/236_fov13.png,data/view_ports/236/236_fov14.png,data/view_ports/236/236_fov15.png,data/view_ports/236/236_fov16.png,data/view_ports/236/236_fov17.png,data/view_ports/236/236_fov18.png,data/view_ports/236/236_fov19.png,data/view_ports/236/236_fov20.png,32.94394981
data/CVIQ/237.png,HEVC,11,data/view_ports/237/237_fov1.png,data/view_ports/237/237_fov2.png,data/view_ports/237/237_fov3.png,data/view_ports/237/237_fov4.png,data/view_ports/237/237_fov5.png,data/view_ports/237/237_fov6.png,data/view_ports/237/237_fov7.png,data/view_ports/237/237_fov8.png,data/view_ports/237/237_fov9.png,data/view_ports/237/237_fov10.png,data/view_ports/237/237_fov11.png,data/view_ports/237/237_fov12.png,data/view_ports/237/237_fov13.png,data/view_ports/237/237_fov14.png,data/view_ports/237/237_fov15.png,data/view_ports/237/237_fov16.png,data/view_ports/237/237_fov17.png,data/view_ports/237/237_fov18.png,data/view_ports/237/237_fov19.png,data/view_ports/237/237_fov20.png,32.75494507
data/CVIQ/238.png,ref,0,data/view_ports/238/238_fov1.png,data/view_ports/238/238_fov2.png,data/view_ports/238/238_fov3.png,data/view_ports/238/238_fov4.png,data/view_ports/238/238_fov5.png,data/view_ports/238/238_fov6.png,data/view_ports/238/238_fov7.png,data/view_ports/238/238_fov8.png,data/view_ports/238/238_fov9.png,data/view_ports/238/238_fov10.png,data/view_ports/238/238_fov11.png,data/view_ports/238/238_fov12.png,data/view_ports/238/238_fov13.png,data/view_ports/238/238_fov14.png,data/view_ports/238/238_fov15.png,data/view_ports/238/238_fov16.png,data/view_ports/238/238_fov17.png,data/view_ports/238/238_fov18.png,data/view_ports/238/238_fov19.png,data/view_ports/238/238_fov20.png,68.05057201
data/CVIQ/262.png,HEVC,2,data/view_ports/262/262_fov1.png,data/view_ports/262/262_fov2.png,data/view_ports/262/262_fov3.png,data/view_ports/262/262_fov4.png,data/view_ports/262/262_fov5.png,data/view_ports/262/262_fov6.png,data/view_ports/262/262_fov7.png,data/view_ports/262/262_fov8.png,data/view_ports/262/262_fov9.png,data/view_ports/262/262_fov10.png,data/view_ports/262/262_fov11.png,data/view_ports/262/262_fov12.png,data/view_ports/262/262_fov13.png,data/view_ports/262/262_fov14.png,data/view_ports/262/262_fov15.png,data/view_ports/262/262_fov16.png,data/view_ports/262/262_fov17.png,data/view_ports/262/262_fov18.png,data/view_ports/262/262_fov19.png,data/view_ports/262/262_fov20.png,62.289299
data/CVIQ/263.png,HEVC,3,data/view_ports/263/263_fov1.png,data/view_ports/263/263_fov2.png,data/view_ports/263/263_fov3.png,data/view_ports/263/263_fov4.png,data/view_ports/263/263_fov5.png,data/view_ports/263/263_fov6.png,data/view_ports/263/263_fov7.png,data/view_ports/263/263_fov8.png,data/view_ports/263/263_fov9.png,data/view_ports/263/263_fov10.png,data/view_ports/263/263_fov11.png,data/view_ports/263/263_fov12.png,data/view_ports/263/263_fov13.png,data/view_ports/263/263_fov14.png,data/view_ports/263/263_fov15.png,data/view_ports/263/263_fov16.png,data/view_ports/263/263_fov17.png,data/view_ports/263/263_fov18.png,data/view_ports/263/263_fov19.png,data/view_ports/263/263_fov20.png,53.34606151
data/CVIQ/264.png,HEVC,4,data/view_ports/264/264_fov1.png,data/view_ports/264/264_fov2.png,data/view_ports/264/264_fov3.png,data/view_ports/264/264_fov4.png,data/view_ports/264/264_fov5.png,data/view_ports/264/264_fov6.png,data/view_ports/264/264_fov7.png,data/view_ports/264/264_fov8.png,data/view_ports/264/264_fov9.png,data/view_ports/264/264_fov10.png,data/view_ports/264/264_fov11.png,data/view_ports/264/264_fov12.png,data/view_ports/264/264_fov13.png,data/view_ports/264/264_fov14.png,data/view_ports/264/264_fov15.png,data/view_ports/264/264_fov16.png,data/view_ports/264/264_fov17.png,data/view_ports/264/264_fov18.png,data/view_ports/264/264_fov19.png,data/view_ports/264/264_fov20.png,55.33946464
data/CVIQ/265.png,HEVC,5,data/view_ports/265/265_fov1.png,data/view_ports/265/265_fov2.png,data/view_ports/265/265_fov3.png,data/view_ports/265/265_fov4.png,data/view_ports/265/265_fov5.png,data/view_ports/265/265_fov6.png,data/view_ports/265/265_fov7.png,data/view_ports/265/265_fov8.png,data/view_ports/265/265_fov9.png,data/view_ports/265/265_fov10.png,data/view_ports/265/265_fov11.png,data/view_ports/265/265_fov12.png,data/view_ports/265/265_fov13.png,data/view_ports/265/265_fov14.png,data/view_ports/265/265_fov15.png,data/view_ports/265/265_fov16.png,data/view_ports/265/265_fov17.png,data/view_ports/265/265_fov18.png,data/view_ports/265/265_fov19.png,data/view_ports/265/265_fov20.png,54.21981493
data/CVIQ/266.png,HEVC,6,data/view_ports/266/266_fov1.png,data/view_ports/266/266_fov2.png,data/view_ports/266/266_fov3.png,data/view_ports/266/266_fov4.png,data/view_ports/266/266_fov5.png,data/view_ports/266/266_fov6.png,data/view_ports/266/266_fov7.png,data/view_ports/266/266_fov8.png,data/view_ports/266/266_fov9.png,data/view_ports/266/266_fov10.png,data/view_ports/266/266_fov11.png,data/view_ports/266/266_fov12.png,data/view_ports/266/266_fov13.png,data/view_ports/266/266_fov14.png,data/view_ports/266/266_fov15.png,data/view_ports/266/266_fov16.png,data/view_ports/266/266_fov17.png,data/view_ports/266/266_fov18.png,data/view_ports/266/266_fov19.png,data/view_ports/266/266_fov20.png,43.90564139
data/CVIQ/267.png,HEVC,7,data/view_ports/267/267_fov1.png,data/view_ports/267/267_fov2.png,data/view_ports/267/267_fov3.png,data/view_ports/267/267_fov4.png,data/view_ports/267/267_fov5.png,data/view_ports/267/267_fov6.png,data/view_ports/267/267_fov7.png,data/view_ports/267/267_fov8.png,data/view_ports/267/267_fov9.png,data/view_ports/267/267_fov10.png,data/view_ports/267/267_fov11.png,data/view_ports/267/267_fov12.png,data/view_ports/267/267_fov13.png,data/view_ports/267/267_fov14.png,data/view_ports/267/267_fov15.png,data/view_ports/267/267_fov16.png,data/view_ports/267/267_fov17.png,data/view_ports/267/267_fov18.png,data/view_ports/267/267_fov19.png,data/view_ports/267/267_fov20.png,45.59092944
data/CVIQ/268.png,HEVC,8,data/view_ports/268/268_fov1.png,data/view_ports/268/268_fov2.png,data/view_ports/268/268_fov3.png,data/view_ports/268/268_fov4.png,data/view_ports/268/268_fov5.png,data/view_ports/268/268_fov6.png,data/view_ports/268/268_fov7.png,data/view_ports/268/268_fov8.png,data/view_ports/268/268_fov9.png,data/view_ports/268/268_fov10.png,data/view_ports/268/268_fov11.png,data/view_ports/268/268_fov12.png,data/view_ports/268/268_fov13.png,data/view_ports/268/268_fov14.png,data/view_ports/268/268_fov15.png,data/view_ports/268/268_fov16.png,data/view_ports/268/268_fov17.png,data/view_ports/268/268_fov18.png,data/view_ports/268/268_fov19.png,data/view_ports/268/268_fov20.png,38.66745883
